Study-object,Files,Methods,Files,Methods,LevenDistance
2,35,main.txt-2,48,read_int_array.txt,61,
2,35,main.txt-2,88,main.txt,31,
2,35,main.txt-2,60,main.txt,39,
2,35,main.txt-2,53,main.txt,45,
2,35,main.txt-2,24,main.txt,39,
2,35,main.txt-2,42,func.txt,59,
2,35,main.txt-2,48,sum_product.txt,82,
2,35,main.txt-2,10,main.txt,62,
2,35,main.txt-2,59,main.txt,45,
2,35,main.txt-2,97,product.txt,84,
2,32,main.txt-2,93,main.txt,60,
2,32,main.txt-2,64,main.txt,29,
2,32,main.txt-2,81,main.txt,55,
2,32,main.txt-2,37,dbcmp.txt,73,
2,32,main.txt-2,91,get_probs.txt,75,
2,32,main.txt-2,02,main.txt,47,
2,32,main.txt-2,64,f.txt,69,
