Study-Object,Files,Methods,Files,Methods,LevenDistance
6,68,main.txt-6,05,main.txt,88,
6,68,main.txt-6,99,main.txt,42,
6,68,main.txt-6,05,calculateowp.txt,87,
6,68,main.txt-6,49,calculate_wp.txt,83,
6,68,main.txt-6,46,main.txt,61,
6,68,main.txt-6,48,main.txt,24,
6,68,main.txt-6,58,compute_oowp.txt,84,
6,68,main.txt-6,34,main.txt,43,
6,68,main.txt-6,12,main.txt,38,
6,68,main.txt-6,93,main.txt,43,
6,68,main.txt-6,05,calculatewp.txt,87,
6,68,main.txt-6,53,main.txt,84,
6,68,main.txt-6,82,main.txt,17,
6,68,main.txt-6,49,calculate_owp_aux.txt,81,
6,68,main.txt-6,91,main.txt,29,
6,68,main.txt-6,38,getchar.txt,95,
6,68,main.txt-6,87,main.txt,31,
6,09,main.txt-6,84,main.txt,47,
6,09,main.txt-6,39,main.txt,45,
6,09,main.txt-6,78,main.txt,44,
6,09,main.txt-6,100,main.txt,43,
6,09,main.txt-6,85,main.txt,46,
6,09,main.txt-6,35,main.txt,46,
6,09,main.txt-6,32,main.txt,50,
6,09,main.txt-6,18,getnp.txt,91,
6,09,main.txt-6,04,main.txt,57,
6,09,main.txt-6,58,compute_owp.txt,76,
6,09,main.txt-6,56,find_wpi.txt,57,
6,09,main.txt-6,52,main.txt,74,
6,09,main.txt-6,49,calculate_owp.txt,88,
6,09,main.txt-6,74,main.txt,53,
6,09,main.txt-6,05,main.txt,90,
6,09,main.txt-6,99,main.txt,47,
6,09,main.txt-6,05,calculateowp.txt,90,
6,09,main.txt-6,49,calculate_wp.txt,87,
6,09,main.txt-6,46,main.txt,70,
6,09,main.txt-6,48,main.txt,41,
6,09,main.txt-6,58,compute_oowp.txt,87,
6,09,main.txt-6,34,main.txt,48,
6,09,main.txt-6,12,main.txt,44,
6,09,main.txt-6,93,main.txt,50,
6,09,main.txt-6,05,calculatewp.txt,90,
6,09,main.txt-6,53,main.txt,88,
6,09,main.txt-6,82,main.txt,42,
6,09,main.txt-6,49,calculate_owp_aux.txt,85,
6,09,main.txt-6,91,main.txt,45,
6,09,main.txt-6,38,getchar.txt,96,
6,09,main.txt-6,87,main.txt,47,
6,09,main.txt-6,68,main.txt,43,
6,53,writedata.txt-6,84,main.txt,91,
6,53,writedata.txt-6,39,main.txt,89,
6,53,writedata.txt-6,78,main.txt,90,
6,53,writedata.txt-6,100,main.txt,90,
6,53,writedata.txt-6,85,main.txt,93,
6,53,writedata.txt-6,35,main.txt,89,
6,53,writedata.txt-6,32,main.txt,92,
6,53,writedata.txt-6,18,getnp.txt,40,
6,53,writedata.txt-6,04,main.txt,87,
6,53,writedata.txt-6,58,compute_owp.txt,77,
6,53,writedata.txt-6,56,find_wpi.txt,87,
6,53,writedata.txt-6,52,main.txt,77,
6,53,writedata.txt-6,49,calculate_owp.txt,58,
6,53,writedata.txt-6,74,main.txt,93,
6,53,writedata.txt-6,05,main.txt,68,
6,53,writedata.txt-6,99,main.txt,92,
6,53,writedata.txt-6,05,calculateowp.txt,48,
6,53,writedata.txt-6,49,calculate_wp.txt,61,
6,53,writedata.txt-6,46,main.txt,79,
6,53,writedata.txt-6,48,main.txt,91,
6,53,writedata.txt-6,58,compute_oowp.txt,54,
6,53,writedata.txt-6,34,main.txt,92,
6,53,writedata.txt-6,12,main.txt,90,
6,53,writedata.txt-6,93,main.txt,92,
6,53,writedata.txt-6,05,calculatewp.txt,47,
6,53,writedata.txt-6,53,main.txt,48,
6,53,writedata.txt-6,82,main.txt,91,
6,53,writedata.txt-6,49,calculate_owp_aux.txt,65,
6,53,writedata.txt-6,91,main.txt,91,
6,53,writedata.txt-6,38,getchar.txt,55,
6,53,writedata.txt-6,87,main.txt,90,
